adtl nfbr ryjn vabn rajb krpy wncr ksxt gbti qtzj gzst qbqx hltm ghje mxxb xnni zmgc ybnj hxnm ybtu vdar wqts zxgh jnpv kvhk nmhe doua nmyt oxqv efsd chak asyg eixq drkk mdpv pyod zkdo gmmy dfiq dqqu gmkf axld ykdx cebj gdul jlvy qfrx gwmn pvtm yqlv rszy whnn ckow lsws usta xnmb smrr fxwx odlz flin wlmu jfzd qqaa usik rrfv svcc tqff ckyy kgrh uukh faez gvdk peve zggc fqsu strq bpfi sdtn opis demw voti dnip nlgj klmk hcjg rrns syly ilnr kpzd rion vahq oxgz gvsl vaes slpt zsht eamc exut lapn bokf
8.37844 7.97399 1.7564 0.650501 0.895188 8.6553 8.58584 2.22899 6.47946 8.00466 3.20846 3.16027 9.94715 6.51673 7.63825 9.91935 7.27982 7.00847 6.33863 0.493521 2.03054 9.9538 1.31993 3.88421 9.04577 8.05594 1.18496 8.71821 2.56267 4.66819 7.68503 7.5156 7.57867 1.06571 8.23513 6.14979 9.1163 7.82291 7.98521 3.85733 6.0516 9.7827 2.47278 4.68724 7.87227 9.90306 2.26638 0.671443 9.35518 5.5421 2.66256 3.69596 2.33323 1.33688 6.61343 9.69352 4.62968 0.638939 2.97071 7.15324 8.74008 4.39072 8.60567 2.00244 0.253444 5.65459 1.06173 9.28032 0.700509 2.42487 8.74611 1.43636 3.3025 3.8271 0.286247 4.96728 6.24621 7.68404 3.83685 0.589533 0 5.79804 4.31836 4.2098 1.22833 5.50739 0.143542 9.21609 1.76496 5.6623 9.85229 2.43422 7.56371 9.63839 1.09692 4.50429 0.766983 3.28377 0.273942 3.04693 
1.32401 4.9643 0.360763 5.77451 9.72752 1.39713 2.25236 3.37979 2.66529 5.5923 1.76798 3.60783 2.77218 5.34368 5.21899 0.864825 0.273421 3.53125 1.92513 0.812615 4.39028 5.80666 0.567795 3.7265 0.347425 6.16313 9.17329 9.33546 8.12639 3.17634 9.24651 2.97298 3.79427 4.7014 8.1515 5.96028 7.71594 0.115625 5.3981 7.32703 8.89784 1.01213 2.20038 6.63158 8.09888 4.34889 8.14289 1.34995 3.09462 9.29678 4.03487 7.8457 3.08754 8.30507 7.06278 6.96334 9.29743 9.45241 5.48631 1.32796 0.742235 2.67314 8.86269 7.30373 5.04098 8.966 7.17957 2.16055 4.74755 8.71025 3.08498 7.17311 8.1539 4.20219 1.9479 0.803738 2.86572 2.57176 9.65386 0.783908 5.79804 0 9.38052 3.35486 7.099 0.437588 1.24333 0.225711 4.22889 5.29645 8.86346 5.27292 9.45594 3.65451 4.22229 3.20662 0.387615 2.84621 1.88217 5.49644 
9.73613 0.131965 6.94215 4.90433 4.14096 1.13534 0.169379 0.276073 0.357403 1.55205 6.91161 1.71239 5.04775 0.821262 3.97875 4.30683 4.18708 1.62886 4.93856 7.92256 5.20717 0.739858 1.73152 6.32423 0.567143 2.35332 5.2063 8.25376 2.26961 6.36232 8.15958 3.93377 6.83751 6.95111 8.44406 8.68284 4.17739 5.3067 4.6164 1.66835 8.83892 5.02693 7.70565 5.12573 5.26014 2.55955 2.28164 0.199791 9.06133 1.73799 1.53075 7.06192 8.76016 5.68891 5.49295 7.40011 2.74678 3.76609 2.16852 6.82035 3.14858 3.63685 2.18074 6.16742 1.89745 6.04484 8.22273 1.50735 0.47963 4.25977 5.30363 8.62384 9.24191 1.95683 1.42606 7.22109 2.97771 2.57955 3.6378 0.642685 4.31836 9.38052 0 4.23859 9.83267 9.36666 8.01853 1.13473 6.43243 4.17512 2.44625 1.91026 2.44895 7.63063 5.8755 9.3757 1.44491 2.22831 1.89224 6.49526 
0.393389 2.73458 7.6472 2.10457 2.46026 6.68655 7.8465 9.15224 9.87171 1.1594 9.21726 3.28929 6.90444 4.75246 8.69312 8.42705 5.42793 5.20849 3.11099 1.94019 3.29586 2.79803 7.96036 7.28095 0.677791 4.09915 8.55988 4.51311 2.96607 3.95748 5.63318 5.02523 1.18822 9.63316 5.29145 8.86833 1.02388 2.95545 3.91108 5.57983 8.69557 3.3572 9.39923 0.789683 2.51957 5.2509 7.16931 4.1805 4.42406 7.7356 9.53853 1.06531 1.61136 1.75128 4.95854 2.37576 3.77368 8.34119 6.74017 9.76003 5.00624 4.35696 4.31396 5.30068 4.9962 4.14506 7.78374 2.27333 4.93918 9.40714 0.86864 7.31057 0.216312 2.97053 2.32938 3.19476 4.20508 4.73699 0.537268 3.09972 4.2098 3.35486 4.23859 0 0.98065 0.676981 5.31764 8.61846 5.94315 7.74903 5.82468 6.62531 8.75989 7.02164 7.1608 9.48942 2.16381 6.82783 6.80156 0.84717 
0.895495 6.68042 7.16558 1.2333 9.63529 8.35044 0.598894 7.87615 2.15672 5.28547 1.74107 3.85787 7.5095 3.85166 3.39368 6.37207 1.11235 5.69806 6.8997 0.508934 5.47793 3.82112 3.5219 9.36194 9.0323 2.74035 1.42071 0.484213 6.56425 7.60289 5.53359 4.47793 4.48654 2.28219 4.07283 8.00658 4.60346 6.33429 9.85691 9.86032 5.1168 6.76306 0.96586 8.60956 6.45174 5.72517 4.03154 3.75921 8.58406 7.75713 5.82572 7.88193 8.03865 3.4031 2.41523 5.0853 7.16439 8.78093 8.63043 6.1222 2.14105 9.35307 9.47931 0.868085 1.67553 2.1229 5.09404 6.23243 3.74082 5.25473 9.02899 2.22681 4.65633 2.37304 7.61291 8.98046 1.05837 1.21501 3.46979 5.67598 1.22833 7.099 9.83267 0.98065 0 4.57771 7.08348 6.8987 9.93301 2.81263 1.77351 0.880979 8.51355 4.85849 3.86015 5.23753 8.69229 9.39569 0.934713 0.824905 
4.99302 4.30939 0.865511 9.74604 8.35139 5.85472 9.60454 3.99516 6.45902 2.53837 0.137802 6.44962 9.45201 1.07869 6.00736 9.45362 6.43951 6.99453 7.03233 2.4548 9.84073 2.64185 2.87311 7.75458 1.62887 4.75 1.44869 2.77643 2.1659 4.79549 4.91425 3.09169 9.25637 6.50179 5.91232 8.17106 4.31443 8.11334 0.927111 8.67523 9.09245 7.31716 9.5028 4.81545 2.11191 7.17865 4.9042 1.6245 1.9262 3.3417 4.23639 2.16803 2.61882 5.94694 5.16957 4.3121 0.649132 4.12687 9.12999 7.56731 0.530974 7.3081 0.545219 9.60988 7.49741 2.31561 2.70983 8.90955 9.3597 0.763653 5.46101 6.45266 1.87593 8.90185 4.99703 1.61143 9.98338 9.19672 8.16437 2.27317 5.50739 0.437588 9.36666 0.676981 4.57771 0 6.57396 7.02189 1.41649 9.77917 1.08922 3.8561 6.51226 9.51916 6.93382 6.18346 7.5197 2.5424 4.1385 0.754957 
7.71743 1.94956 5.93911 8.65963 2.06099 6.62008 6.4496 7.32684 5.64721 5.75911 1.84543 6.06288 6.9281 4.98322 7.82408 4.3605 4.41415 6.92097 8.50943 6.85817 6.16241 2.46076 8.43446 0.11288 5.39661 2.10296 6.40694 7.10378 2.33442 4.28374 0.50793 9.28609 5.57273 1.85116 4.47288 0.617646 7.36089 0.726626 1.74702 9.66083 2.85128 4.0773 9.16719 3.16881 5.78267 2.61537 9.78993 1.19057 3.06512 3.57986 2.64689 8.48513 1.5752 2.28017 5.03406 7.85682 2.56667 3.26894 0.14054 0.922763 6.58537 0.286972 8.39517 7.05484 4.17225 4.01383 6.47301 7.73138 9.74985 6.72231 2.7147 7.6607 9.52103 6.9634 5.73979 9.19962 7.82253 2.99145 6.94382 3.40995 0.143542 1.24333 8.01853 5.31764 7.08348 6.57396 0 9.06173 1.33751 8.96497 8.51186 6.19996 7.62525 4.43013 1.76047 9.34128 7.1128 4.66806 1.0343 1.47478 
9.3469 9.63841 9.26248 4.96922 1.38187 9.82212 5.77666 8.33236 3.83164 3.41022 1.8637 0.47306 9.12655 1.41487 9.86862 9.46503 0.375225 8.0959 4.95357 2.00829 0.168907 8.12331 2.30957 8.67378 9.39818 3.85964 1.52413 1.5873 3.24023 6.46845 5.37237 0.172639 9.24822 9.05212 7.38922 7.97493 6.51629 8.10059 1.19513 2.00682 7.81099 1.85825 1.63471 8.50592 3.50407 2.84294 3.76177 4.3987 8.09494 6.84637 7.95592 2.53918 4.15818 2.30492 4.4121 5.82949 6.06151 8.31302 8.25988 7.87836 0.71041 4.24675 5.19622 0.875949 3.65913 4.23027 3.16882 6.2162 3.26469 5.39359 9.15096 6.34205 8.6778 8.42302 5.44298 2.24478 3.63754 7.50779 6.00085 2.38994 9.21609 0.225711 1.13473 8.61846 6.8987 7.02189 9.06173 0 9.25658 9.17157 5.95334 0.861657 0.573395 6.75512 2.4891 9.13892 1.75451 8.19857 7.50465 6.97644 
2.57654 1.42699 9.30401 3.73721 2.04344 0.287269 1.45722 8.79019 1.29484 6.81922 2.06072 3.41752 1.79515 2.24083 9.5481 8.00573 2.50053 4.64252 8.02505 6.54902 9.81476 9.83052 1.38735 5.10473 3.13078 6.49343 7.08167 9.59113 1.00439 5.70535 7.84623 3.25063 7.2372 8.13089 7.42134 0.951836 7.93698 4.17707 1.90262 1.78752 7.72911 9.44549 4.53055 5.44163 0.138729 6.36514 5.12349 8.05751 8.25185 1.6901 8.20767 9.41341 4.91076 2.4374 5.61183 8.32042 7.16134 0.612945 8.41377 1.45071 2.85749 8.39545 7.44638 3.17861 2.62282 8.72565 8.7245 3.34467 6.27125 7.99685 6.08482 9.78049 3.38658 7.93836 6.50873 1.47766 6.02302 0.517928 7.34864 5.84368 1.76496 4.22889 6.43243 5.94315 9.93301 1.41649 1.33751 9.25658 0 9.72147 1.48457 5.60204 6.93848 5.26768 0.677362 1.81935 9.08049 9.69065 8.24254 4.1165 
3.66061 7.97897 4.36141 8.06863 3.45728 9.22258 1.37753 1.38313 4.54616 0.786729 6.71591 0.874319 8.17179 4.43908 8.24571 3.83407 3.36601 7.3877 1.87445 3.50953 5.31751 2.81909 5.13056 4.26239 2.98592 9.86251 6.3143 8.67679 3.74734 0.79061 5.97563 7.55783 6.69825 8.49868 2.78718 1.51511 6.68171 5.47185 2.75238 8.669 7.65926 6.29027 6.54425 3.65087 7.52462 1.99699 2.7521 2.94429 2.13255 4.80268 2.1336 1.68806 1.31575 1.62726 3.19545 6.16314 8.76349 8.17401 0.959297 0.810585 3.29603 9.93992 7.88697 4.97357 9.3388 5.76054 6.11582 4.11364 7.93932 3.00212 2.91338 3.43052 5.50698 0.149788 9.5593 8.25259 3.75822 5.11297 8.53417 9.11684 5.6623 5.29645 4.17512 7.74903 2.81263 9.77917 8.96497 9.17157 9.72147 0 7.26735 8.43642 5.43271 2.2795 0.887724 3.07608 4.24303 5.31449 5.3169 6.16837 
7.71423 9.46584 5.1091 1.70582 5.79922 2.02732 8.2638 3.49991 1.46338 8.46194 6.77708 5.48588 2.89999 3.59595 7.79268 2.54324 6.35524 1.70179 4.55328 2.80683 6.4679 1.42772 2.69902 3.991 3.72854 5.90926 8.71581 6.15353 0.178269 4.38495 9.16366 9.83532 7.02595 2.53687 9.59812 4.12504 6.25034 6.70226 8.89234 3.92418 1.8453 0.830392 2.56893 2.36274 6.16624 4.82996 4.11835 6.89821 6.10787 6.33567 4.09031 0.168887 9.47706 8.0159 0.894667 2.66076 8.10645 0.621222 8.10534 3.5027 8.21355 0.214843 7.6752 7.51595 4.99707 7.78376 9.22075 8.67176 6.40304 8.65242 2.25096 1.52456 3.19321 5.29261 8.3021 4.75519 4.73485 4.17109 5.06708 6.85992 9.85229 8.86346 2.44625 5.82468 1.77351 1.08922 8.51186 5.95334 1.48457 7.26735 0 1.33231 0.716749 0.50068 2.33062 8.7648 0.323288 0.809498 5.0284 8.35974 
5.04956 1.79444 8.32943 1.67984 4.45865 9.68046 5.06835 9.42649 5.89942 8.77499 5.22307 4.96211 4.87058 9.93868 6.89566 8.30418 3.82011 3.34562 2.41671 3.23842 6.31095 0.542158 3.06245 6.58683 1.00828 2.48587 8.67894 9.37139 8.76352 4.70901 1.66687 4.3435 0.347859 0.201649 7.43926 2.23414 3.02609 5.06582 5.62211 2.3294 9.63972 9.70145 4.56189 4.14435 5.20634 9.43168 8.58402 1.76868 4.2612 1.63697 2.70832 9.4802 2.22785 6.44318 0.969056 3.52439 3.78426 8.68078 4.86592 6.82546 1.96712 9.67141 2.51423 8.80219 6.51344 5.52367 0.897764 0.846957 5.27353 2.52602 6.37549 4.52525 2.7765 3.8282 5.14351 0.171783 4.81219 3.99914 4.97001 1.68577 2.43422 5.27292 1.91026 6.62531 0.880979 3.8561 6.19996 0.861657 5.60204 8.43642 1.33231 0 3.72278 3.11256 3.60587 8.32429 1.96203 1.33176 1.45787 2.29396 
7.51759 6.09941 9.20044 0.671457 5.89818 5.27842 6.59329 3.6857 5.47174 3.38752 3.30171 2.94993 9.11744 8.93228 8.43529 0.511874 5.49194 0.223369 0.332393 0.325002 1.99393 6.45255 2.91686 5.42588 9.60855 4.34857 2.68566 8.18276 8.63178 6.07029 0.469751 1.03128 7.86842 5.72148 6.89777 0.867113 5.54567 3.64658 7.53068 8.10383 3.59139 1.62239 8.43711 9.9279 9.0986 1.81759 1.37361 8.75449 3.78508 2.86358 0.920821 5.51383 4.07273 6.70883 3.8284 5.13535 6.90274 3.99722 9.99068 6.62611 7.7178 1.6924 5.91863 5.0619 9.45064 6.44248 3.51448 1.00049 9.74415 5.93697 7.65188 6.51252 8.36478 2.85136 2.59228 8.6507 7.83185 4.92165 7.04238 1.33309 7.56371 9.45594 2.44895 8.75989 8.51355 6.51226 7.62525 0.573395 6.93848 5.43271 0.716749 3.72278 0 6.35075 7.62833 6.76225 3.50727 4.53347 5.97927 1.05432 
6.75184 0.731656 6.05621 1.57759 4.38548 2.86008 5.10008 3.5854 4.88765 1.53946 4.72298 2.60191 7.06151 3.5644 6.31718 2.36315 7.71162 4.46232 5.32412 9.8034 2.92337 5.82998 1.19179 6.2769 4.50877 6.9436 6.14828 9.19416 2.06368 6.19744 7.21355 0.155881 2.66165 4.63518 4.31247 3.17525 9.85255 9.49196 9.00881 9.18894 2.6698 5.31641 7.27775 5.99784 7.18489 9.08688 1.80282 5.29781 0.814636 6.61596 4.93133 9.40046 4.10569 6.52805 6.16662 3.99487 8.48976 2.23868 1.88282 2.38852 5.71496 3.91353 1.68326 7.11225 3.72824 4.80497 6.79816 7.39888 6.60844 2.92232 6.52502 3.93245 9.28457 9.14235 0.872336 3.30613 1.97528 6.15583 9.22467 3.97629 9.63839 3.65451 7.63063 7.02164 4.85849 9.51916 4.43013 6.75512 5.26768 2.2795 0.50068 3.11256 6.35075 0 1.35191 3.47147 6.63625 4.42086 4.30136 5.48761 
6.84849 3.54017 7.26598 4.7342 3.74521 7.22597 5.3119 0.898486 8.87734 7.46634 3.27616 4.44927 4.05315 4.44759 7.7071 1.0306 0.881517 8.07439 8.73082 2.36054 1.79964 6.59095 5.15582 3.86601 6.62919 2.21481 0.341228 9.49698 6.94317 4.80406 5.15597 8.69436 8.59993 2.72094 4.19374 7.76731 6.87528 5.14414 2.90907 0.941472 7.01402 7.80889 5.12231 6.27955 8.61436 8.23223 8.32108 2.05214 2.29142 9.91899 0.413953 1.84338 3.81348 7.60719 1.60725 2.3049 1.04834 7.89882 6.48571 1.79199 4.00199 1.53515 8.69998 5.30977 5.81281 5.29714 3.15518 1.53171 2.34754 3.96712 6.12319 2.74739 4.40965 9.84587 1.85369 9.78844 6.29801 8.46372 7.35542 6.84672 1.09692 4.22229 5.8755 7.1608 3.86015 6.93382 1.76047 2.4891 0.677362 0.887724 2.33062 3.60587 7.62833 1.35191 0 4.26947 4.10946 7.75509 8.76953 0.663868 
7.59202 2.99543 5.24143 3.86802 3.88494 5.94554 1.27213 5.76172 0.907788 6.65272 1.02707 6.62028 1.76752 8.03613 4.02689 8.62815 7.65094 9.33766 3.45544 6.65556 4.49125 5.39921 1.55197 4.7846 4.52345 2.77009 5.32594 0.446581 5.00391 9.72505 4.12907 4.58229 1.4099 5.17426 8.46086 6.12661 2.44482 3.30121 9.01934 5.51461 7.71511 2.04297 2.75259 8.74246 6.35117 9.06561 7.33371 1.09507 3.32013 4.70333 9.9133 7.05351 2.94117 7.92788 8.26707 2.17714 9.76379 8.68553 8.71619 4.55132 3.25823 4.25314 9.84042 5.17405 5.14267 0.748378 7.04547 5.7954 5.99641 1.34777 4.3261 4.131 4.03267 3.36515 2.05761 8.44539 2.28865 8.95068 3.66611 7.47003 4.50429 3.20662 9.3757 9.48942 5.23753 6.18346 9.34128 9.13892 1.81935 3.07608 8.7648 8.32429 6.76225 3.47147 4.26947 0 2.73099 5.69432 3.51943 0.98394 
0.460039 5.14562 4.95909 8.84868 6.04131 8.38711 9.04026 7.78629 3.68967 4.08756 8.71733 3.32323 9.03469 9.82347 5.89405 0.530562 0.57782 5.67854 4.64131 2.29001 9.295 3.57588 9.80375 9.39728 5.87845 9.53938 9.5926 3.88292 2.65085 2.39087 0.679622 4.78784 7.92194 4.5201 0.45997 2.39194 7.51838 6.30314 1.71765 2.67957 9.95278 5.39602 2.47117 1.18623 4.79708 7.08048 5.14277 3.20141 7.5115 9.61084 8.19196 8.21228 4.00459 2.16383 0.611408 3.2565 9.84827 4.52848 5.15578 8.97081 6.51011 6.85289 0.948939 1.12279 8.18752 7.38983 1.76456 9.43985 1.99487 3.21262 5.54463 3.50222 4.04274 1.69895 3.95579 7.72526 6.20916 5.97257 1.19655 9.31629 0.766983 0.387615 1.44491 2.16381 8.69229 7.5197 7.1128 1.75451 9.08049 4.24303 0.323288 1.96203 3.50727 6.63625 4.10946 2.73099 0 6.48311 4.68653 4.56137 
2.38266 8.27578 1.69805 4.29892 4.35178 8.36345 6.72215 8.45759 1.09801 5.89177 4.5067 0.116477 2.17964 3.08206 4.25851 9.55105 1.92748 5.71389 6.77865 9.29613 1.52689 9.20414 8.24166 7.72087 9.48961 0.314619 3.73493 1.80484 5.24229 1.60118 0.209013 4.44732 1.29013 9.00396 1.22324 9.70816 0.188708 9.25424 2.47074 2.8808 8.34574 9.37046 4.78209 0.715962 1.37158 6.10148 9.90039 2.02568 3.42091 3.32294 5.44619 0.42698 7.4038 7.25452 2.14004 7.24096 4.10821 1.33369 0.933751 7.64595 3.10888 2.34761 2.31571 3.68374 9.92315 7.85848 8.79596 0.519441 8.78906 2.24145 2.29305 8.67386 5.02288 5.08018 8.84433 2.29687 3.83807 7.37422 5.86513 2.82934 3.28377 2.84621 2.22831 6.82783 9.39569 2.5424 4.66806 8.19857 9.69065 5.31449 0.809498 1.33176 4.53347 4.42086 7.75509 5.69432 6.48311 0 9.71967 1.01306 
2.29451 8.35995 9.76354 4.18125 1.573 6.63289 2.8481 4.98362 3.06219 5.59898 1.56297 9.72969 5.52881 5.80871 8.03583 8.2599 4.75627 5.79896 1.9576 0.711298 4.03412 8.80547 9.07384 7.68346 5.21788 3.60095 9.33883 2.80151 9.477 5.19663 0.77802 3.51565 4.66845 0.623876 8.91304 5.5892 6.01418 9.50254 7.48704 9.04151 6.06317 2.45429 6.77196 7.07962 7.31634 5.84568 8.99139 1.94137 8.32723 5.21257 1.20136 1.14656 4.93178 0.649689 3.35425 0.445827 6.55137 4.05724 4.45763 5.95047 1.18412 7.26376 5.70315 0.360909 5.4679 3.91583 9.22363 0.852408 2.25559 4.96718 0.998221 6.50404 4.72894 7.31081 0.48927 5.83358 0.509114 2.79768 3.35797 5.42413 0.273942 1.88217 1.89224 6.80156 0.934713 4.1385 1.0343 7.50465 8.24254 5.3169 5.0284 1.45787 5.97927 4.30136 8.76953 3.51943 4.68653 9.71967 0 0.925363 
5.66976 7.29179 5.78617 6.54782 6.73495 7.33144 3.9284 8.19144 8.43251 4.99175 6.55526 1.09861 3.79049 5.56402 4.82981 8.70323 8.40096 9.87909 6.0077 7.88375 8.73721 0.867621 6.90713 2.71108 5.09528 4.84774 5.54448 2.91637 1.16574 4.36758 0.680858 6.76265 7.52868 3.77733 6.87715 8.87114 3.76314 4.83143 8.13734 7.98329 5.45858 8.2771 8.33832 1.51865 0.26494 3.08063 7.11979 0.565624 1.92586 5.0331 7.4943 7.29639 8.04003 2.02041 6.76669 1.11384 3.55534 1.25117 8.49049 2.22438 4.92393 7.57452 3.42238 9.39722 9.52235 0.530323 9.78812 3.51293 5.08277 8.9357 8.90261 9.92968 4.47451 6.30944 8.56028 7.68599 5.47888 7.84836 9.73437 6.5303 3.04693 5.49644 6.49526 0.84717 0.824905 0.754957 1.47478 6.97644 4.1165 6.16837 8.35974 2.29396 1.05432 5.48761 0.663868 0.98394 4.56137 1.01306 0.925363 0 
